location,size,total_sqft,bath,price,bhk,price_per_sqft
Jalahalli,3 BHK,1400.0,3.0,77.0,3,550.0
Hegde Nagar,3 BHK,1801.0,3.0,115.0,3,638.5341476957246
Mahadevpura,2 BHK,1451.0,2.0,90.0,2,620.2618883528601
Anekal,2 Bedroom,1200.0,1.0,36.0,2,300.0
Begur Road,2 BHK,1160.0,2.0,44.0,2,379.3103448275862
Kengeri,2 BHK,1000.0,2.0,25.0,2,250.0
Kanakpura Road,2 BHK,950.0,2.0,40.0,2,421.05263157894734
"Hoodi Circle, ",3 BHK,1629.0,3.0,79.0,3,484.96009821976673
Vijayanagar,3 BHK,1580.0,2.0,134.0,3,848.1012658227849
Vijayanagar,3 BHK,1826.0,3.0,121.0,3,662.6506024096385
7th Phase JP Nagar,2 BHK,1245.0,2.0,94.0,2,755.0200803212851
Raja Rajeshwari Nagar,2 BHK,1145.0,2.0,45.79,2,399.91266375545854
Sompura,2 BHK,825.0,2.0,33.0,2,400.0
Yeshwanthpur,3 BHK,1693.0,3.0,108.0,3,637.9208505611341
Electronics City Phase 1,2 BHK,1113.27,2.0,53.0,2,476.074986301616
Ashirvad Colony,2 BHK,1460.0,2.0,58.0,2,397.26027397260276
Doddathoguru,2 BHK,1050.0,2.0,32.0,2,304.76190476190476
Dodda Nekkundi,2 BHK,1260.0,2.0,55.0,2,436.5079365079365
K N Extension,6 BHK,700.0,3.0,120.0,6,1714.2857142857142
Hosur Road,2 BHK,1656.0,2.0,120.0,2,724.6376811594203
Chandapura,3 BHK,1208.0,3.0,45.0,3,372.5165562913907
Whitefield,3 BHK,1910.0,3.0,161.0,3,842.9319371727748
Whitefield,4 BHK,3252.0,4.0,230.0,4,707.2570725707257
Battarahalli,2 Bedroom,1200.0,2.0,65.0,2,541.6666666666666
Gokula Extension,4 BHK,1200.0,4.0,175.0,4,1458.3333333333333
7th Phase JP Nagar,2 BHK,1175.0,2.0,82.0,2,697.8723404255319
Kamakshipalya,2 Bedroom,1000.0,2.0,165.0,2,1650.0
Bannerghatta Road,4 Bedroom,1200.0,2.0,125.0,4,1041.6666666666667
Rajaji Nagar,3 BHK,2390.0,3.0,410.0,3,1715.4811715481171
Rajaji Nagar,7 BHK,12000.0,6.0,2200.0,7,1833.3333333333333
Sultan Palaya,2 Bedroom,550.0,1.0,62.0,2,1127.2727272727273
Sanne Amanikere,2 BHK,1185.0,2.0,38.0,2,320.67510548523205
Kengeri,2 BHK,750.0,2.0,38.0,2,506.6666666666667
Mahalakshmi Layout,6 Bedroom,1200.0,7.0,250.0,6,2083.3333333333335
Kanakpura Road,3 BHK,1550.0,3.0,64.5,3,416.1290322580645
Amco Colony,3 BHK,1760.0,3.0,88.0,3,500.0
Billekahalli,2 BHK,1125.0,2.0,62.0,2,551.1111111111111
Nagarbhavi,3 Bedroom,1350.0,3.0,150.0,3,1111.111111111111
Anandapura,2 Bedroom,1000.0,2.0,55.0,2,550.0
Bommasandra Industrial Area,2 BHK,1090.0,2.0,31.48,2,288.8073394495413
TC Palaya,2 Bedroom,1200.0,2.0,60.0,2,500.0
Budigere,3 BHK,1991.0,4.0,103.0,3,517.3279758915118
Bommasandra,2 BHK,1060.0,2.0,26.5,2,250.0
Ambalipura,2 BHK,1105.0,2.0,75.0,2,678.7330316742082
Hoodi,2 BHK,985.0,2.0,67.0,2,680.2030456852792
Chandapura,6 Bedroom,1533.0,5.0,85.0,6,554.4683626875408
Balagere,3 BHK,1590.0,3.0,79.0,3,496.8553459119497
CV Raman Nagar,2 BHK,1120.0,2.0,55.0,2,491.07142857142856
Samethanahalli,2 BHK,1069.0,2.0,55.0,2,514.4995322731525
Marathahalli,3 BHK,1933.0,3.0,140.0,3,724.2628039317124
Hosur Road,2 BHK,1194.0,2.0,69.0,2,577.8894472361809
Brookefield,2 BHK,1150.0,2.0,69.0,2,600.0
Yelenahalli,2 BHK,1240.0,2.0,47.12,2,380.0
Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,48.1,2,338.9711064129669
7th Phase JP Nagar,8 Bedroom,1200.0,8.0,250.0,8,2083.3333333333335
Richmond Town,3 BHK,2150.0,4.0,240.0,3,1116.2790697674418
Suddaguntepalya,3 BHK,1450.0,3.0,55.0,3,379.3103448275862
Udayapur Village,3 BHK,1630.0,3.0,68.29,3,418.957055214724
Dasanapura,2 BHK,708.0,1.0,40.0,2,564.9717514124294
Kasavanhalli,3 Bedroom,1000.0,4.0,110.0,3,1100.0
Whitefield,4 Bedroom,11890.0,4.0,700.0,4,588.7300252312868
Bellandur,2 BHK,1250.0,2.0,76.0,2,608.0
7th Phase JP Nagar,3 BHK,1400.0,2.0,95.0,3,678.5714285714286
Sarjapur  Road,3 BHK,1670.0,2.0,57.0,3,341.31736526946105
Ardendale,3 BHK,1750.0,3.0,100.0,3,571.4285714285714
Vittasandra,2 BHK,1404.0,2.0,71.0,2,505.6980056980057
Hoodi,3 BHK,1715.0,2.0,95.0,3,553.935860058309
Electronic City,1 BHK,630.0,1.0,34.65,1,550.0
Harlur,3 BHK,1752.12,3.0,135.0,3,770.4951715635916
Hulimavu,3 BHK,1650.0,3.0,78.0,3,472.72727272727275
Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,55.47,2,428.33976833976834
Giri Nagar,3 Bedroom,1800.0,3.0,252.0,3,1400.0
Sarjapur  Road,2 BHK,1346.0,2.0,74.03,2,550.0
Thippasandra,4 Bedroom,1200.0,4.0,200.0,4,1666.6666666666667
Hormavu,2 BHK,1150.0,2.0,55.0,2,478.2608695652174
Chikkabidarakallu,4 Bedroom,3309.0,4.0,325.0,4,982.1698398307645
Chandapura,3 BHK,1190.0,2.0,30.35,3,255.0420168067227
AECS Layout,3 BHK,1620.0,3.0,98.0,3,604.9382716049382
Marathahalli,2 BHK,950.0,2.0,46.96,2,494.3157894736842
1 Giri Nagar,11 BHK,5000.0,9.0,360.0,11,720.0
Harlur,3 BHK,2450.0,3.0,120.0,3,489.7959183673469
Electronic City Phase II,3 BHK,1220.0,2.0,35.23,3,288.7704918032786
Hoysalanagar,2 BHK,850.0,2.0,30.0,2,352.94117647058823
Padmanabhanagar,2 BHK,1020.0,2.0,63.0,2,617.6470588235294
Chikkalasandra,2 BHK,1100.0,2.0,50.0,2,454.54545454545456
Defence Colony,2 BHK,1150.0,2.0,126.0,2,1095.6521739130435
Hebbal,3 BHK,1760.0,2.0,130.0,3,738.6363636363636
Ambalipura,3 BHK,1800.0,3.0,110.0,3,611.1111111111111
Akshaya Nagar,2 BHK,1070.0,2.0,54.0,2,504.67289719626166
2nd Stage Nagarbhavi,4 Bedroom,1500.0,4.0,220.0,4,1466.6666666666667
Vidyaranyapura,2 Bedroom,1440.0,2.0,95.0,2,659.7222222222222
Amruthahalli,2 BHK,900.0,2.0,40.0,2,444.44444444444446
ITI Employees Layout,4 BHK,1200.0,4.0,230.0,4,1916.6666666666667
Whitefield,2 BHK,1130.0,2.0,42.16,2,373.0973451327433
Koramangala,2 BHK,1320.0,2.0,165.0,2,1250.0
Kodigehalli,2 BHK,1270.0,2.0,98.0,2,771.6535433070866
Patelappa Layout,2 BHK,1200.0,2.0,62.0,2,516.6666666666666
Ring Road Nagarbhavi,4 BHK,4800.0,4.0,235.0,4,489.5833333333333
NS Palya,2 BHK,1200.0,2.0,74.0,2,616.6666666666666
Subramanyapura,2 BHK,929.0,2.0,50.17,2,540.043057050592
RMV 2nd Stage,4 BHK,1150.0,4.0,260.0,4,2260.8695652173915
Basavangudi,4 Bedroom,1125.0,4.0,180.0,4,1600.0
Kenchenahalli,5 Bedroom,500.0,3.0,65.0,5,1300.0
3rd Block Hrbr Layout,5 Bedroom,1200.0,5.0,190.0,5,1583.3333333333333
KUDLU MAIN ROAD,3 BHK,1464.0,3.0,56.0,3,382.5136612021858
7th Phase JP Nagar,4 BHK,3600.0,4.0,400.0,4,1111.111111111111
Bank Avenue,4 Bedroom,2000.0,4.0,99.0,4,495.0
Chikkalasandra,2 BHK,1208.0,2.0,49.0,2,405.6291390728477
Hebbal Kempapura,2 BHK,1130.0,2.0,60.0,2,530.9734513274336
Surabhi Layout,3 BHK,1753.0,3.0,120.0,3,684.5407872219054
Old Madras Road,5 BHK,4500.0,7.0,337.0,5,748.8888888888889
Banjara Layout,3 Bedroom,600.0,3.0,58.0,3,966.6666666666666
Hoodi,2 BHK,1196.0,2.0,94.42,2,789.4648829431438
5th Phase JP Nagar,2 BHK,1150.0,3.0,52.5,2,456.5217391304348
Electronic City,2 BHK,1128.0,2.0,63.0,2,558.5106382978723
Omkar Nagar,2 BHK,1000.0,2.0,53.0,2,530.0
Yelahanka,2 BHK,1035.0,2.0,45.0,2,434.7826086956522
Kereguddadahalli,2 BHK,950.0,2.0,32.0,2,336.8421052631579
Bisuvanahalli,3 BHK,1075.0,2.0,36.0,3,334.8837209302326
Whitefield,2 BHK,1040.0,2.0,48.5,2,466.34615384615387
Maragondanahalli,2 Bedroom,720.0,2.0,45.0,2,625.0
Lingadheeranahalli,3 BHK,1511.0,3.0,95.0,3,628.722700198544
Silk Board,3 BHK,1300.0,3.0,58.0,3,446.15384615384613
Hoodi,3 BHK,1545.0,3.0,68.75,3,444.98381877022655
Shampura,1 BHK,375.0,2.0,26.0,1,693.3333333333334
Vidyaranyapura,2 BHK,1062.0,2.0,38.0,2,357.81544256120526
Kada Agrahara,2 BHK,1115.0,2.0,40.0,2,358.74439461883406
JP Nagar,2 BHK,1000.0,2.0,35.0,2,350.0
Kambipura,2 BHK,883.0,2.0,45.0,2,509.62627406568515
Sarjapur  Road,2 BHK,1195.0,2.0,70.0,2,585.7740585774059
BHEL Layout,4 Bedroom,1200.0,3.0,165.0,4,1375.0
Medahalli,1 Bedroom,700.0,1.0,41.0,1,585.7142857142857
Vittasandra,2 BHK,1246.0,2.0,67.0,2,537.7207062600321
8th Phase JP Nagar,4 Bedroom,660.0,4.0,90.0,4,1363.6363636363637
Banashankari Stage III,4 Bedroom,8500.0,4.0,145.0,4,170.58823529411765
Kashi Nagar,4 BHK,1600.0,4.0,80.0,4,500.0
Haralur Road,4 BHK,2805.0,5.0,154.0,4,549.0196078431372
Begur Road,3 BHK,1584.0,3.0,65.0,3,410.35353535353534
Sector 7 HSR Layout,4 Bedroom,3000.0,5.0,275.0,4,916.6666666666666
Hosur Road,3 BHK,1175.0,2.0,48.0,3,408.51063829787233
"Yemlur, Old Airport Road, ",3 BHK,1595.0,3.0,115.0,3,721.0031347962382
VHBCS Layout,2 BHK,1353.0,2.0,110.0,2,813.0081300813008
Electronic City,3 BHK,1599.0,3.0,125.0,3,781.7385866166354
Whitefield,2 BHK,1150.0,2.0,70.0,2,608.695652173913
Jakkur,4 BHK,5230.0,6.0,465.0,4,889.1013384321224
KR Puram,2 BHK,1155.0,2.0,42.74,2,370.04329004329
Ittamadu,1 BHK,1200.0,2.0,85.0,1,708.3333333333334
Electronic City Phase II,2 BHK,1000.0,2.0,25.0,2,250.0
Thanisandra,4 BHK,3000.0,4.0,120.0,4,400.0
Rajiv Nagar,3 BHK,1867.0,3.0,160.0,3,856.9898232458489
Ramagondanahalli,2 BHK,1251.0,2.0,47.0,2,375.6994404476419
Gattahalli,2 BHK,1028.0,2.0,45.5,2,442.60700389105057
Arekere,2 BHK,1222.0,2.0,45.0,2,368.2487725040917
Bannerghatta Road,3 BHK,1170.0,2.0,66.0,3,564.1025641025641
Hebbal,3 BHK,2400.0,4.0,245.0,3,1020.8333333333334
Ramanjaneyanagar,3 BHK,1385.0,2.0,48.48,3,350.03610108303246
HSR Layout,2 BHK,1372.0,2.0,68.0,2,495.6268221574344
Magadi Road,3 BHK,1282.0,2.0,49.0,3,382.21528861154445
Mico Layout,9 BHK,5000.0,9.0,210.0,9,420.0
7th Block Jayanagar,5 Bedroom,3000.0,3.0,528.0,5,1760.0
Kanakpura Road,2 BHK,1135.0,2.0,39.73,2,350.0440528634361
Whitefield,3 BHK,1768.0,3.0,101.0,3,571.2669683257918
Byatarayanapura,3 BHK,1325.0,2.0,90.0,3,679.2452830188679
Electronic City,3 BHK,1599.0,3.0,99.0,3,619.1369606003752
Whitefield,3 Bedroom,1500.0,3.0,61.95,3,413.0
2nd Phase JP Nagar,3 Bedroom,2610.0,3.0,499.0,3,1911.8773946360154
Uttarahalli,2 BHK,1286.0,2.0,63.0,2,489.89113530326597
Kammanahalli,5 BHK,2845.0,5.0,140.0,5,492.091388400703
K G Colony,3 BHK,1600.0,2.0,50.0,3,312.5
Hennur Road,2 BHK,1317.5,2.0,63.77,2,484.02277039848195
Hebbal,3 BHK,3450.0,5.0,260.0,3,753.6231884057971
Munnekollal,2 BHK,1102.0,2.0,53.67,2,487.0235934664247
Yelahanka,2 BHK,1350.0,2.0,54.0,2,400.0
Banashankari,3 BHK,1200.0,2.0,42.0,3,350.0
Hosa Road,6 Bedroom,1300.0,6.0,145.0,6,1115.3846153846155
Herohalli,2 Bedroom,1800.0,1.0,80.0,2,444.44444444444446
Chikkabanavar,2 BHK,950.0,2.0,40.0,2,421.05263157894734
Kanakpura Road,1 BHK,525.0,1.0,27.25,1,519.047619047619
Attibele,2 BHK,656.0,2.0,25.0,2,381.0975609756098
Marathahalli,4 Bedroom,1780.0,4.0,175.0,4,983.1460674157304
3rd Block Hrbr Layout,2 BHK,1056.0,2.0,80.0,2,757.5757575757576
Bannerghatta Road,1 BHK,595.0,1.0,33.32,1,560.0
Ittamadu,2 BHK,1080.0,2.0,50.0,2,462.962962962963
7th Phase JP Nagar,3 BHK,2225.0,3.0,160.0,3,719.1011235955057
Bommasandra,2 BHK,1126.0,2.0,28.15,2,250.0
Electronics City Phase 1,3 BHK,1490.0,3.0,84.0,3,563.7583892617449
HRBR Layout,4 Bedroom,2000.0,4.0,300.0,4,1500.0
Sarjapur  Road,3 BHK,1550.0,3.0,100.0,3,645.1612903225806
Ashwini layout,2 BHK,1160.0,2.0,55.0,2,474.13793103448273
Whitefield,4 Bedroom,4144.0,4.0,315.0,4,760.1351351351351
Sarjapur  Road,3 BHK,2100.0,3.0,125.0,3,595.2380952380952
Vittasandra,2 BHK,1404.0,2.0,69.3,2,493.5897435897436
Sarjapur  Road,4 Bedroom,2230.0,4.0,225.0,4,1008.9686098654709
Marathalli bridge,3 BHK,1544.0,3.0,120.0,3,777.2020725388601
Banashankari Stage III,3 BHK,1305.0,2.0,58.7,3,449.808429118774
Marathahalli,2 BHK,1230.0,2.0,80.0,2,650.4065040650406
T.C PALYA,2 Bedroom,1200.0,2.0,65.0,2,541.6666666666666
Harlur,3 BHK,1460.0,3.0,73.0,3,500.0
Gottigere,2 BHK,967.0,2.0,45.0,2,465.3567735263702
Byatarayanapura,1 Bedroom,540.0,1.0,36.0,1,666.6666666666666
Hormavu,1 BHK,715.0,1.0,46.0,1,643.3566433566433
Whitefield,3 BHK,2500.0,3.0,313.0,3,1252.0
Dooravani Nagar,3 BHK,1578.0,3.0,180.0,3,1140.6844106463877
Mysore Road,2 BHK,1020.0,2.0,48.95,2,479.9019607843137
Jigani,2 BHK,1020.0,2.0,40.0,2,392.15686274509807
Koramangala,2 BHK,1253.0,2.0,102.0,2,814.0462889066241
JCR Layout,2 BHK,1180.0,2.0,42.0,2,355.93220338983053
Nehru Nagar,2 BHK,961.0,2.0,38.0,2,395.42143600416233
Kanakapura,3 BHK,1419.0,3.0,75.0,3,528.5412262156448
Harlur,3 BHK,1709.0,3.0,150.0,3,877.7062609713282
Papareddipalya,2 Bedroom,1600.0,2.0,115.0,2,718.75
Venkatapura,1 BHK,416.0,1.0,18.5,1,444.71153846153845
Sanjay nagar,2 BHK,1100.0,2.0,98.0,2,890.9090909090909
HSR Layout,3 BHK,1430.0,2.0,65.0,3,454.54545454545456
Sneha Colony,2 BHK,1260.0,2.0,45.0,2,357.14285714285717
RMV Extension,3 BHK,1630.0,3.0,85.0,3,521.4723926380368
Sarjapur  Road,3 BHK,1249.0,3.0,44.71,3,357.96637309847875
Kalena Agrahara,3 BHK,1450.0,2.0,85.0,3,586.2068965517242
Konanakunte,3 BHK,2791.0,3.0,223.0,3,798.9967753493371
Hosapalya,1 BHK,600.0,1.0,90.0,1,1500.0
Ashwini layout,1 BHK,834.0,1.0,60.0,1,719.4244604316547
Doddagubbi,3 Bedroom,1125.0,4.0,70.0,3,622.2222222222222
Arekere,3 BHK,2060.0,3.0,140.0,3,679.6116504854369
Malleshwaram,7 BHK,12000.0,7.0,2200.0,7,1833.3333333333333
Gottigere,2 BHK,891.0,2.0,25.0,2,280.58361391694723
Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,49.07,2,433.0979699911739
Bisuvanahalli,3 BHK,1075.0,2.0,37.0,3,344.1860465116279
Sector 6 HSR Layout,4 BHK,3000.0,5.0,260.0,4,866.6666666666666
Brookefield,4 Bedroom,2440.0,5.0,425.0,4,1741.8032786885246
Vidyaranyapura,2 BHK,1200.0,2.0,55.0,2,458.3333333333333
Thanisandra,2 BHK,1075.0,2.0,45.8,2,426.04651162790697
Kaggadasapura,2 BHK,1140.0,2.0,40.0,2,350.87719298245617
Margondanahalli,5 Bedroom,940.0,4.0,150.0,5,1595.7446808510638
ITI Layout,6 Bedroom,2160.0,5.0,250.0,6,1157.4074074074074
Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,42.0,2,385.3211009174312
R.T. Nagar,4 Bedroom,1500.0,4.0,70.0,4,466.6666666666667
Whitefield,4 BHK,4104.0,4.0,360.0,4,877.1929824561404
Whitefield,3 BHK,1790.0,3.0,100.0,3,558.659217877095
Hebbal,3 BHK,1920.0,3.0,134.0,3,697.9166666666666
HRBR Layout,2 BHK,1374.0,2.0,95.0,2,691.4119359534207
Bannerghatta Road,3 BHK,1445.0,3.0,95.0,3,657.439446366782
Kanakapura,1 BHK,711.0,1.0,36.0,1,506.32911392405066
Tumkur Road,3 BHK,1500.0,3.0,95.0,3,633.3333333333334
Whitefield,3 BHK,1720.0,3.0,100.0,3,581.3953488372093
Vasanthapura,3 BHK,1400.0,3.0,60.0,3,428.57142857142856
Kundalahalli,2 BHK,1030.0,2.0,49.0,2,475.7281553398058
Mysore Road,2 BHK,1200.0,2.0,85.0,2,708.3333333333334
Hosahalli,3 BHK,1375.0,3.0,70.0,3,509.09090909090907
Hegde Nagar,2 Bedroom,1050.0,1.0,56.0,2,533.3333333333334
Jalahalli,3 BHK,2250.0,3.0,160.0,3,711.1111111111111
Bellandur,2 BHK,1000.0,2.0,50.0,2,500.0
Jalahalli West,1 BHK,469.0,1.0,25.0,1,533.0490405117271
Marathahalli,4 BHK,3800.0,4.0,250.0,4,657.8947368421053
Kambipura,2 BHK,883.0,2.0,29.0,2,328.4258210645527
GM Palaya,3 BHK,1820.0,2.0,86.0,3,472.5274725274725
Singasandra,3 BHK,1440.0,2.0,65.0,3,451.3888888888889
near Ramanashree California resort,6 BHK,3600.0,4.0,160.0,6,444.44444444444446
Malleshwaram,4 BHK,2500.0,5.0,325.0,4,1300.0
Mahadevpura,2 BHK,1225.0,2.0,48.0,2,391.83673469387753
"6th block banashankari 3rd stage, 100 feet ORR",3 Bedroom,4000.0,3.0,660.0,3,1650.0
Chikkalasandra,2 BHK,875.0,2.0,52.8,2,603.4285714285714
Jalahalli East,1 BHK,750.0,1.0,40.0,1,533.3333333333334
6th Phase JP Nagar,2 BHK,1180.0,2.0,80.0,2,677.9661016949152
Haralur Road,2 BHK,1194.0,2.0,47.0,2,393.63484087102177
Hennur Road,3 BHK,1500.0,2.0,62.0,3,413.3333333333333
Poornapragna Housing Society Layout,2 BHK,1160.0,2.0,52.2,2,450.0
Hosakerehalli,3 BHK,2378.0,3.0,262.0,3,1101.7661900756939
Sarjapur,2 BHK,1128.0,2.0,60.0,2,531.9148936170212
Hebbal,3 BHK,1500.0,3.0,150.0,3,1000.0
Huskur,3 BHK,1220.0,2.0,35.23,3,288.7704918032786
Sarjapur  Road,2 BHK,1210.0,2.0,58.0,2,479.3388429752066
Kanakpura Road,3 BHK,1100.0,2.0,58.0,3,527.2727272727273
Bommasandra,3 BHK,1200.0,3.0,46.0,3,383.3333333333333
Haralur Road,4 BHK,3385.0,5.0,260.0,4,768.0945347119646
Nagondanahalli,3 BHK,1641.0,3.0,66.0,3,402.19378427787933
Horamavu Agara,2 BHK,1200.0,2.0,45.0,2,375.0
Raja Rajeshwari Nagar,2 BHK,1260.0,2.0,67.39,2,534.8412698412699
Mahadevpura,3 BHK,1720.0,3.0,78.0,3,453.48837209302326
Yelahanka,2 BHK,1132.5,2.0,48.13,2,424.9889624724062
Yelahanka,2 BHK,1210.0,2.0,45.98,2,379.99999999999994
Indira Nagar,4 Bedroom,2200.0,4.0,200.0,4,909.0909090909091
Bisuvanahalli,3 BHK,1075.0,2.0,45.0,3,418.6046511627907
Thanisandra,3 BHK,1702.0,3.0,130.0,3,763.807285546416
Shanthala Nagar,2 BHK,1630.0,2.0,200.0,2,1226.993865030675
Raja Rajeshwari Nagar,2 BHK,1141.0,2.0,38.55,2,337.8615249780894
Shantiniketan Layout,3 BHK,2072.0,3.0,108.0,3,521.2355212355212
Herohalli,3 Bedroom,1200.0,2.0,70.0,3,583.3333333333334
Teachers Colony,3 BHK,1350.0,3.0,77.0,3,570.3703703703703
Bettahalsoor,4 Bedroom,4046.0,4.0,445.0,4,1099.8517053880375
Srinivasa Nagar,3 BHK,1180.0,2.0,78.34,3,663.8983050847457
Yelahanka,3 BHK,35000.0,3.0,130.0,3,37.142857142857146
Langford Town,2 BHK,1355.0,2.0,115.0,2,848.7084870848709
Sulthangunta,1 Bedroom,600.0,1.0,50.0,1,833.3333333333334
Hormavu,7 Bedroom,1200.0,7.0,150.0,7,1250.0
Bannerghatta Road,3 BHK,1640.0,2.0,120.0,3,731.7073170731708
Byrathi Village,5 Bedroom,1200.0,5.0,100.0,5,833.3333333333334
Kodichikkanahalli,3 BHK,1190.0,2.0,57.0,3,478.99159663865544
OMBR Layout,4 Bedroom,2400.0,4.0,375.0,4,1562.5
Marathahalli,2 BHK,1019.0,2.0,49.85,2,489.20510304219823
Ambedkar Colony,3 BHK,1875.0,3.0,165.0,3,880.0
Akshaya Nagar,3 BHK,1250.0,3.0,40.0,3,320.0
Brookefield,3 Bedroom,1200.0,3.0,140.0,3,1166.6666666666667
Whitefield,2 BHK,1140.0,2.0,56.0,2,491.2280701754386
Lingadheeranahalli,3 BHK,1683.0,3.0,109.0,3,647.6530005941771
Kaggadasapura,3 BHK,1515.0,3.0,83.3,3,549.8349834983499
Hoodi,4 BHK,2118.0,4.0,111.0,4,524.0793201133145
Bannerghatta Road,4 Bedroom,1380.0,3.0,58.0,4,420.28985507246375
Varthur Road,2 BHK,1083.0,2.0,61.75,2,570.1754385964912
Anjappa Layout,2 Bedroom,600.0,2.0,55.0,2,916.6666666666666
Avalahalli,3 BHK,2300.0,3.0,120.0,3,521.7391304347826
Prakruthi Nagar,2 BHK,1240.0,2.0,60.0,2,483.8709677419355
Surabhi Layout,3 BHK,1750.0,3.0,120.0,3,685.7142857142857
Sadaramangala,2 BHK,1230.0,2.0,43.48,2,353.49593495934954
Anjanapura,3 Bedroom,1500.0,3.0,139.0,3,926.6666666666666
Abbigere,2 BHK,985.0,2.0,40.39,2,410.0507614213198
Tindlu,3 Bedroom,1500.0,2.0,87.0,3,580.0
Electronic City,2 BHK,1125.0,2.0,32.49,2,288.8
Maruthi Sevanagar,2 BHK,950.0,2.0,44.0,2,463.1578947368421
Kothanur,3 BHK,1580.0,3.0,76.0,3,481.0126582278481
B Narayanapura,3 Bedroom,1092.0,2.0,98.5,3,902.014652014652
Electronic City Phase II,2 BHK,1090.0,2.0,28.34,2,260.0
Hennur Road,3 Bedroom,2264.0,3.0,159.0,3,702.2968197879859
Dommasandra,3 BHK,1033.0,2.0,25.53,3,247.14424007744432
Kammasandra,2 BHK,810.0,2.0,24.5,2,302.4691358024691
Green Garden Layout,2 BHK,1045.0,2.0,45.0,2,430.622009569378
Hebbal,2 BHK,1337.0,2.0,82.0,2,613.3133881824981
Chandapura,2 BHK,1200.0,2.0,32.0,2,266.6666666666667
Koramangala,3 BHK,1580.0,3.0,160.0,3,1012.6582278481013
Begur Road,3 BHK,1500.0,2.0,54.0,3,360.0
Whitefield,3 BHK,1640.0,4.0,91.0,3,554.8780487804878
Silver Springs Layout,3 BHK,1570.0,3.0,62.0,3,394.90445859872614
Gubbalala,3 BHK,1470.0,2.0,82.0,3,557.8231292517007
Kengeri,2 BHK,1160.0,2.0,40.61,2,350.08620689655174
7th Phase JP Nagar,2 BHK,1050.0,2.0,71.0,2,676.1904761904761
Dairy Circle,3 BHK,1855.0,3.0,225.0,3,1212.9380053908355
Bannerghatta Road,3 BHK,1460.0,2.0,90.0,3,616.4383561643835
Hulimavu,3 BHK,1823.0,3.0,100.0,3,548.5463521667581
Electronic City,2 BHK,1094.0,2.0,42.0,2,383.9122486288848
Budigere,2 BHK,1153.0,2.0,57.0,2,494.3625325238508
Hoysalanagar,3 BHK,1325.0,3.0,57.0,3,430.188679245283
Parappana Agrahara,4 Bedroom,1200.0,3.0,85.0,4,708.3333333333334
Jakkur,3 BHK,1590.0,2.0,125.0,3,786.1635220125786
Jeevan bima nagar,5 Bedroom,1210.0,4.0,160.0,5,1322.314049586777
Raja Rajeshwari Nagar,4 Bedroom,1200.0,4.0,220.0,4,1833.3333333333333
Narayana Nagar 1st Block,2 BHK,1202.0,2.0,48.0,2,399.33444259567386
Haralur Road,2 BHK,1202.0,2.0,53.0,2,440.93178036605656
KSRTC Layout,2 BHK,1200.0,2.0,62.5,2,520.8333333333334
Panathur,3 BHK,1688.0,3.0,118.0,3,699.0521327014218
Kaval Byrasandra,2 BHK,1020.0,2.0,52.0,2,509.80392156862746
Sarjapur,2 BHK,1185.0,2.0,47.0,2,396.6244725738397
Ramagondanahalli,2 BHK,1235.0,2.0,52.04,2,421.37651821862346
Hosakerehalli,4 BHK,3205.0,5.0,500.0,4,1560.0624024960998
Banashankari,2 BHK,1077.0,2.0,37.64,2,349.48932219127204
Kengeri Satellite Town,3 BHK,1415.0,2.0,66.0,3,466.43109540636044
EPIP Zone,3 BHK,2330.0,3.0,162.0,3,695.2789699570816
Whitefield,2 BHK,805.0,2.0,35.0,2,434.7826086956522
P&T Colony,1 BHK,425.0,1.0,20.03,1,471.29411764705884
Whitefield,2 BHK,1155.0,2.0,59.95,2,519.047619047619
Cunningham Road,4 BHK,5270.0,4.0,1250.0,4,2371.9165085388995
Anekal,2 BHK,656.0,2.0,22.0,2,335.3658536585366
New Gurappana Palya,2 BHK,1100.0,2.0,48.0,2,436.3636363636364
Mahadevpura,2 BHK,1150.0,2.0,52.0,2,452.17391304347825
Chelekare,1 Bedroom,600.0,1.0,60.0,1,1000.0
Ambedkar Colony,2 BHK,1468.0,2.0,140.0,2,953.6784741144414
Palanahalli,4 Bedroom,4300.0,5.0,550.0,4,1279.0697674418604
Whitefield,3 BHK,2280.0,4.0,126.0,3,552.6315789473684
Hegde Nagar,2 BHK,1341.0,2.0,97.0,2,723.3407904548844
Jakkur,2 BHK,1279.0,2.0,77.0,2,602.0328381548085
Electronic City Phase II,4 BHK,2225.0,4.0,98.88,4,444.40449438202245
Thanisandra,2 BHK,1185.0,2.0,43.51,2,367.1729957805907
Vadarpalya,3 BHK,1750.0,3.0,85.0,3,485.7142857142857
Kudlu,2 BHK,1152.0,2.0,53.5,2,464.40972222222223
Shivanagar,5 Bedroom,1000.0,4.0,160.0,5,1600.0
Hulimavu,2 BHK,1300.0,2.0,36.0,2,276.9230769230769
Varthur Road,4 Bedroom,2760.0,4.0,155.0,4,561.5942028985507
5th Phase JP Nagar,2 BHK,1070.0,2.0,39.0,2,364.4859813084112
Uttarahalli,2 BHK,1101.0,2.0,45.0,2,408.7193460490463
